id,timing,target,condition,cond_option,ability,ability_option
1633,on_this_use,op_field_1_index_[type:1|9],none,enhance[7]=1,damage,enhance=7&damage=4
1634,on_this_defense,me_field_0_all_[type:1|9],none,effect.source.where=5,heal,heal=1
1635,on_this_defense,op_field_0_all_[type:1|9],none,effect.source.where=5,damage,damage=1
1636,on_this_use,me_token_1_index,none,none,choose,appendix=1637&token=910122101/910122102
1637,on_this_use,sourceEffect.target_none_0_all,none,none,get_token,hide=true
1638,on_this_destroy,me_leader_0_all_[type:0],none,me.isUnion=1,add_effect,id=1639&description=下個自己的回合開始時，召喚1個[ffbb00]千千萬萬重裝兵[-]到戰場上。
1639,on_turn_start,none,none,me.isMyTurn=1,summon,autoRemove=true&id=110122107&count=1
1640,on_this_use,none,none,none,get_token,id=random[910021201~910021204]&count=1
1641,on_this_use,none,none,me.field[trait:1].count>0,get_token,id=random[910021201~910021204]&count=1
1642,on_this_use,none,none,me.field[trait:2].count>0,get_token,id=random[910021201~910021204]&count=1
1643,on_this_use,none,none,me.leader.hp>10,draw,appendix=1645&count=1&filter=[type:1|9][keyword:2]
1644,on_this_use,none,none,me.leader.hp[LTE]10,draw,appendix=1645&count=2&filter=[type:1|9][keyword:2]
1645,on_this_use,sourceEffect.target_hand_0_all,none,none,set_cost,until=turn_end&add=-op.field[type:1|9].count
1646,on_this_use,none,none,none,summon,appendix=1647&id=910021101&count=1
1647,on_this_use,me_field_2_random_[type:1|9],none,none,add_effect,id=1648&keyword=8&description=[ffbb00]謝幕曲[-] 抽取1張卡片
1648,on_this_destroy,none,none,none,draw,count=1
1649,on_this_use,op_field_0_all_[type:1|9],none,none,damage,damage=me.field.count
1650,on_this_use,me_field_0_all_[type:1|9],none,me.isUnion=1,buff,add=1/1
1651,on_turn_start,none,none,effect.source.where=5&me.isMyTurn=1,draw,count=1&filter=[trait:1]
1652,on_this_use,me_token_1_index,none,switch[2]=1,choose,switch=2&token=910122201/910122202/910122203/910122204/910122205/910122206/910122207
1653,on_this_use,sourceEffect.target_none_0_all,none,none,get_token,appendix=1654&hide=true
1654,on_this_use,sourceEffect.target_hand_0_all,none,none,add_effect,id=1665&description=自己的回合結束時，捨棄自己手牌中的這張卡片
1655,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=36
1656,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=22
1657,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=25
1658,on_this_use,me_field_1_index_[type:1|9],none,none,add_effect,id=1659&description=因攻擊所受到的傷害皆轉變為0
1659,on_before_this_damage,self,none,sourceEffect.ability[situation:attack]=1\sourceEffect.ability[situation:defense]=1,set_damage,set=0
1660,on_this_use,me_field_1_index_[type:1|9],none,none,add_effect,id=1661&description=因能力所受到的傷害皆轉變為0
1661,on_before_this_damage,self,none,sourceEffect.ability[situation:attack]=0&sourceEffect.ability[situation:defense]=0,set_damage,set=0
1662,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=37
1663,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=39
1664,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,keyword=40
1665,on_turn_end,self,none,effect.source.where=2&me.isMyTurn=1,discard,none
1666,on_turn_end,all_leader_0_all_[type:0],none,effect.source.where=5&me.isMyTurn=1,damage,damage=me.field[trait:13].count
1667,on_other_use,self,none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][trait:13]=1,buff,add=0/1
1668,on_other_use,self,none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][trait:13]=1,buff,add=1/1
1669,on_this_use,none,none,none,summon,id=110021101/910021103&count=1/1
1670,on_this_use,me_field_0_all+other_[type:1|9],none,none,buff,enhance=8&add=2/2
1671,on_this_use,sourceEffect.target_none_0_all,none,none,add_deck,none
1672,on_this_use,none,none,none,get_token,id=910123203&count=1
1673,on_this_use,me_field_0_all_[type:1|9],none,none,buff,add=1/0
1674,on_this_use,me_field_0_all_[type:1|9],none,none,set_keyword,keyword=4
1675,on_this_use,me_field_0_all_[type:1|9],none,none,buff,add=0/1
1676,on_this_use,me_field_0_all_[type:1|9],none,none,set_keyword,keyword=2
1677,on_this_use,me_token_1_index,none,none,choose,appendix=1678&token=910123201/910123202
1678,on_this_use,sourceEffect.target_none_0_all,none,none,get_token,hide=true
1679,on_this_evolve_with_ep,me_field_0_all+other_[type:1|9],none,none,add_effect,until=op_turn_end&id=1680&description=因能力所受到的傷害皆轉變為0
1680,on_before_this_damage,self,none,sourceEffect.ability[situation:attack]=0&sourceEffect.ability[situation:defense]=0,set_damage,set=0
1681,on_this_use,none,none,none,summon,id=910021101&count=2
1682,on_this_use,me_field_0_all+other_[type:1|9],none,none,buff,add=1/0
1683,on_this_use,me_field_0_all+other_[type:1|9],none,none,set_keyword,keyword=4
1684,on_this_attack,self,none,me.isUnion=1,buff,add=2/0
1685,on_this_use,me_token_1_index,none,switch[7]=1,choose,switch=7&token=910123103/910123104
1686,on_this_defense,self,none,none,buff,add=1/1
1687,on_this_use,none,none,none,summon,id=910021101/910123101&count=1/1
1688,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=3
1689,on_this_use,me_field_1_random_[type:1|9],none,me.isUnion=0,damage,damage=3
1690,on_this_use,me_field_1_index+other_[type:1|9],none,none,add_effect,id=1691&description=自己的回合結束時，使這個從者的生命值回復至上限
1691,on_turn_end,self,none,effect.source.where=5&me.isMyTurn=1,heal,heal=effect.source.buff.damage
1692,on_this_use,me_leader_0_all_[type:0],none,me.isUnion=1,heal,heal=2
1693,on_this_use,none,none,me.isUnion=1,draw,count=1
1694,on_other_summon,sourceEffect.target_field_0_all_[id:910021101],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][id:910021101]=1,transform,id=910123102
1695,on_this_use,self,none,me.field[type:1|9][trait:2].count>0,set_value,id=effect.target.all.base.evolveCost&value=0
1696,on_this_attack,sourceEffect.target_field_1_first_[type:1|9],none,effect.source.where=5,destroy,none
1697,on_this_attack,me_field_0_all_[type:1|9],none,me.isUnion=1,add_effect,until=turn_end&id=1700&description=使下一次受到的傷害轉變為0
1698,on_this_use,self,none,none,add_effect,enhance=7&until=turn_end&id=1700&description=受到的傷害皆轉變為0
1699,on_this_use,self,none,none,add_effect,enhance=7&until=turn_end&id=1701
1700,on_before_this_damage,self,none,none,set_damage,autoRemove=true&set=0
1701,resident,self,none,none,set_value,id=effect.target.me[type:1|9].first.action.maxAttackChance&value=3
1702,on_turn_end,me_field_0_all+other_[type:1|9],none,effect.source.where=5&me.isMyTurn=1&me.isUnion=1,buff,add=1/1
1703,on_this_use,none,none,none,draw,count=2&filter=[type:1|9]&distinct=[trait]
1704,on_turn_start,self,none,me.isMyTurn=1&effect.source.where=5,remove_effect,timing=all
1705,on_turn_start,self,none,me.isMyTurn=1&effect.source.where=5,remove_effect,timing=all
1706,on_this_use,none,none,op.field[type:1|9][isDamaged:1].count>0,draw,count=1
1707,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=1
1708,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5,get_token,id=910041102&count=1
1709,on_this_use,op_leader+field_1_index_[type:0|1|9],none,me.isAwake=1,damage,damage=2
1710,on_this_use,self,none,none,buff,enhance=7&add=4/4
1711,on_this_use,self,none,none,set_keyword,enhance=7&keyword=2
1712,on_this_use,op_field_1_index_[type:1|9][isDamaged:1],none,op.field[type:1|9][isDamaged:1].count>0,damage,damage=4
1713,on_this_use,self,none,me.field[id:910041102].count>0,buff,add=0/1
1714,on_this_use,self,none,me.field[id:910041102].count>0,set_keyword,keyword=2
1715,on_this_destroy,none,none,none,get_token,id=110041301&count=1
1716,on_this_use,none,none,none,random,pdf=1/1&effect=1717/1718
1717,on_this_use,self,none,none,set_keyword,keyword=2
1718,on_this_use,self,none,none,set_keyword,keyword=4
1719,on_this_defense,self,none,effect.source.where=5,buff,add=sourceEffect.op[type:1|9].first.current.atk/0
1720,on_this_defense,op_leader_0_all_[type:0],none,effect.source.where=5,damage,damage=2
1721,on_this_use,none,none,none,summon,id=910041101&count=1
1722,on_this_use,none,none,none,summon,enhance=3&id=910041101&count=1
1723,on_this_use,op_field_1_index_[type:1|9][isDamaged:1],none,none,destroy,appendix=1724
1724,on_this_use,none,none,none,draw,count=1
1725,on_this_use,me_field_1_index_[type:1|9],none,me.isAwake=0,add_effect,id=1727&keyword=10&description=[ffbb00]交戰時[-] 給予與之交戰的敵方從者2點傷害
1726,on_this_use,me_field_0_all_[type:1|9],none,me.isAwake=1,add_effect,id=1727&keyword=10&description=[ffbb00]交戰時[-] 給予與之交戰的敵方從者2點傷害
1727,on_this_defense,sourceEffect.op_field_1_first_[type:1|9],none,effect.source.where=5,damage,damage=2
1728,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=me.leader.ppMax
1729,on_this_use,op_leader+field_0_all_[type:0|1|9],none,none,damage,damage=1
1730,on_this_destroy,op_leader+field_0_all_[type:0|1|9],none,none,damage,damage=1
1731,on_this_use,me_leader+field_1_index_[type:0|1|9],none,me.isAwake=1,heal,heal=2
1732,on_this_use,none,none,me.isAwake=0,get_token,id=910041101&count=1
1733,on_this_use,none,none,me.isAwake=1,get_token,id=910041105&count=1
1734,on_this_evolve_with_ep,none,none,me.isAwake=0,get_token,id=910041101&count=1
1735,on_this_evolve_with_ep,none,none,me.isAwake=1,get_token,id=910041105&count=1
1736,on_turn_start,self,none,me.isMyTurn=1&effect.source.where=5&op.field[type:1|9][isDamaged:1].count>0,destroy,none
1737,on_this_destroy,none,none,none,summon,id=910041103&count=1
1738,on_this_use,all_field_1_index_[type:1|9],none,none,copy_effect,keyword=9/10
1739,on_this_defense,none,none,none,draw,count=1
1740,on_this_evolve_with_ep,op_field_0_all_[type:1|9],none,none,damage,damage=1
1741,on_this_destroy,none,none,me.isAwake=1,get_token,id=910041104&count=1
1742,on_this_defense,none,none,none,summon,id=910041102&count=1
1743,on_this_use,all_field_0_all+other_[type:1|9][isDamaged:1],none,none,destroy,none
1744,on_this_use,none,none,none,draw,count=1
1745,on_this_use,none,none,none,ramp,enhance=4&add=1
1746,on_this_use,me_field_1_index_[type:1|9],none,none,buff,add=op.field[type:1|9][isDamaged:1].count/op.field[type:1|9][isDamaged:1].count
1747,on_this_use,op_field_1_index_[type:1|9],none,none,damage,appendix=1748&damage=2
1748,on_this_use,me_leader_0_all_[type:0],none,op.field[type:1|9][isDamaged:1].count>0,heal,heal=2
1749,on_this_use,none,none,none,get_token,appendix=1750&id=910041105/910041103&count=1/1
1750,on_this_use,sourceEffect.target_hand_0_all,none,me.isAwake=1,set_cost,add=-2
1751,on_this_use,none,none,none,summon,appendix=1752&id=910041102&count=3
1752,on_this_use,op_field_1_random_[type:1|9],none,me.isAwake=1,damage,damage=me.field[id:910041102].count
1753,on_other_damage,self,none,effect.source.where=5&sourceEffect.target.op[type:1|9].count-sourceEffect.target.op[type:1|9][hp:0].count>0,buff,add=sourceEffect.target.op[type:1|9].count-sourceEffect.target.op[type:1|9][hp:0].count/sourceEffect.target.op[type:1|9].count-sourceEffect.target.op[type:1|9][hp:0].count
1754,on_other_damage,self,none,effect.source.where=5,set_keyword,keyword=5
1755,on_after_this_attack,self,none,effect.source.where=5&sourceEffect.target.first.isOp=1&sourceEffect.target.first.current[IF][type:1|9][hp:0]=1,set_value,id=effect.target.all[type:1|9].action.usedAttackChance&value=0
1756,on_this_use,self,none,none,add_effect,enhance=10&until=turn_end&id=1757&description=受到的傷害皆轉變為0
1757,on_before_this_damage,self,none,none,set_damage,set=0
1758,on_this_use,self,none,op.field[type:1|9][isDamaged:1].count>0,buff,add=1/1
1759,on_this_use,self,none,op.field[type:1|9][isDamaged:1].count[GTE]3,buff,add=1/1
1760,on_this_use,me_leader_0_all_[type:0],none,op.field[type:1|9][isDamaged:1].count=5,set_pp,add=3
1761,on_before_this_damage,self,none,effect.source.where=5&me.field[id:910041102].count>0,set_damage,set=0
1762,on_this_use,none,none,none,summon,id=910041102&count=1
1763,on_this_damage,none,none,effect.source.where=5&effect.source.current[IF][hp:0]=0,summon,id=910143101&count=1
1764,on_this_use,all_field_1_index_[type:1|3|9],none,none,transform,appendix=1765&id=910041103
1765,on_this_use,me_field_0_all_[id:910041103],none,me.isAwake=1,set_keyword,keyword=4
1766,on_this_use,self,none,me.isAwake=0,set_value,appendix=1768&id=effect.source.option[tmpCount]&value=1
1767,on_this_use,self,none,me.isAwake=1,set_value,appendix=1768&id=effect.source.option[tmpCount]&value=op.field[type:1|9][isDamaged:1].count
1768,on_this_use,op_field_1_random_[type:1|9],none,none,damage,appendix=1769&repeat=sourceEffect.source.option[tmpCount]&damage=1
1769,on_this_use,none,none,none,summon,repeat=sourceEffect.source.option[tmpCount]&id=910041105&count=1
1770,on_this_use,me_deck_1_first+sort[cost:max]_[type:1|9][cost:me.leader.ppMax|-2],none,none,summon,appendix=1771&where=deck
1771,on_this_use,self,none,none,set_value,appendix=1772&id=effect.source.option[myAtk]&value=sourceEffect.target.first.current.atk
1772,on_this_use,op_deck_1_first+sort[cost:max]_[type:1|9][cost:op.leader.ppMax|-2],none,none,summon,appendix=1773&who=op&field=op&where=deck
1773,on_this_use,self,none,none,set_value,appendix=1774&id=effect.source.option[opAtk]&value=sourceEffect.target.first.current.atk
1774,on_this_use,sourceEffect[4].target_field_0_all_[type:1|9],none,none,damage,appendix=1775&damage=effect.source.option[opAtk]
1775,on_this_use,sourceEffect[3].target_field_0_all_[type:1|9],none,none,damage,appendix=1776&damage=effect.source.option[myAtk]
1776,on_this_use,sourceEffect[2].target_field_0_all_[type:1|9],none,none,return,appendix=1777
1777,on_this_use,sourceEffect[2].target_field_0_all_[type:1|9],none,none,return,none
1778,on_after_this_attack,self,none,effect.source.where=5&sourceEffect.op.first.current[IF][type:1|9][hp:0]=1\effect.source.where=5&sourceEffect.op.first.current[IF][type:1|9]=1&sourceEffect.op.first.where[NOT]5,buff,add=1/1
1779,on_after_this_defense,self,none,effect.source.where=5&sourceEffect.op.first.current[IF][type:1|9][hp:0]=1\effect.source.where=5&sourceEffect.op.first.current[IF][type:1|9]=1&sourceEffect.op.first.where[NOT]5,buff,add=1/1
1780,on_this_attack,self,none,effect.source.where=5&sourceEffect.op[type:1|9].first.current.atk>effect.source.current.atk,add_effect,until=turn_end&id=1781&description=受到的傷害皆轉變為0
1781,on_before_this_damage,self,none,none,set_damage,set=0
1782,on_this_use,self,none,none,set_keyword,enhance=6&keyword=4
1783,on_this_use,self,none,none,set_keyword,enhance=6&keyword=3
1784,on_this_use,self,none,op.field[type:1|9][isDamaged:1].count>0,evolve,none
1785,on_this_attack,op_leader+field_0_all_[type:0|1|9],none,none,damage,damage=1
1786,on_this_use,none,none,me.field[id:910144301].count=0,summon,id=910144301&count=1
1787,on_other_defense,sourceEffect.me_field_0_all_[type:1|9][craft:4],none,effect.source.where=5&sourceEffect.me[type:1|9][craft:4].count>0,buff,add=1/1
1788,on_this_use,op_field_1_index_[type:1|9],none,none,destroy,appendix=1789
1789,on_this_use,op_field_1_random_[type:1|9],none,sourceEffect.target.first.current[IF][type:1|9][isDamaged:1]=1,damage,damage=5
1790,on_this_destroy,op_field_1_random_[type:1|9],none,none,damage,damage=1
1791,on_this_use,me_field_1_index_[type:1|9],none,necromance[3]=1&me.field[type:1|9].count>0,buff,necromance=3&add=1/1
1792,on_other_vanish,self,none,effect.source.where=5&sourceEffect.target.first.current[IF][id:910051101]=1,buff,add=1/1
1793,on_this_use,op_field_1_index_[type:1|9],none,necromance[3]=0,damage,damage=2
1794,on_this_use,op_field_1_index_[type:1|9],none,necromance[3]=1,damage,necromance=3*effect.target.count/effect.target.count&damage=4
1795,on_this_use,none,none,none,set_grave,add=2
1796,on_this_destroy,none,none,none,summon,id=910051103&count=1
1797,on_this_evolve_with_ep,none,none,sourceEffect.target.all[type:1|9][hp:0].count>0,get_token,id=910014201&count=1
1798,on_turn_end,op_field_1_random_[type:1|9],none,necromance[2]=1&me.isMyTurn=1&effect.source.where=5&op.field[type:1|9].count>0,damage,necromance=2&damage=2
1799,on_this_use,me_field_1_index_[type:1|9],none,me.field[type:1|9].count>0,destroy,appendix=1800
1800,on_this_use,self,none,none,buff,add=2/2
1801,on_this_destroy,none,none,none,summon,id=910151101/910051102&count=1/1
1802,on_this_use,op_leader_0_all_[type:0],none,necromance[4]=1,damage,necromance=4&damage=4
1803,on_this_destroy,op_field_0_all_[type:1|9],none,none,damage,damage=3
1804,on_this_use,me_hand_1_index+other_[type:1|9],none,me.field.availableCount[GTE]2,bury,appendix=1805
1805,on_this_use,op_field_1_index_[type:1|9],none,none,destroy,none
1806,on_this_use,none,none,none,get_token,id=910051101&count=1
1807,on_this_use,me_field_1_index_[type:1|9],none,none,destroy,appendix=1808
1808,on_this_use,me_field_1_random+other[sourceEffect.target]_[type:1|9],none,none,buff,add=2/0
1809,on_this_use,op_field_1_index_[type:1|9][hp:3|-2],none,necromance[4]=0,destroy,none
1810,on_this_use,op_field_1_index_[type:1|9],none,necromance[4]=1,destroy,necromance=1-effect.target.first.current[IF][hp:3|2|1|0]*4
1811,on_this_use,none,none,none,summon,id=910051103&count=1
1812,on_this_use,none,none,necromance[4]=1,summon,necromance=4&id=910051103&count=1
1813,on_this_use,me_field_0_all_[id:910051103],none,none,buff,add=1/0
1814,on_turn_end,none,none,op.isMyTurn=1&effect.source.where=5,summon,id=910051102&count=1
1815,on_this_use,none,none,necromance[2]=1,draw,necromance=2&count=1
1816,on_this_use,self,none,none,add_effect,id=1817&keyword=8&description=[ffbb00]謝幕曲[-] 召喚1個[ffbb00]南瓜幻影[-]到戰場上。
1817,on_this_destroy,none,none,none,summon,id=910152301&count=1
1818,on_this_destroy,none,none,none,summon,appendix=1819&id=110152102&count=1
1819,on_this_destroy,sourceEffect.target_field_0_all,none,none,set_keyword,keyword=4
1820,on_this_use,op_field_0_all_[type:1|9],none,necromance[6]=1,damage,necromance=6&damage=2
1821,on_this_use,none,none,none,summon,id=110152104&count=1
1822,on_this_destroy,me_field_1_random_[type:1|9],none,none,buff,add=1/0
1823,on_this_use,me_hand_1_index+other_[type:1|9],none,me.field.availableCount[GTE]2,bury,appendix=1824
1824,on_this_use,none,none,none,summon,id=910051101&count=2
1825,on_this_destroy,none,none,none,summon,id=910051102&count=1
1826,on_this_use,none,none,none,reanimate,cost=5
1827,on_this_defense,me_leader_0_all_[type:0],none,none,heal,heal=2
1828,on_this_use,none,none,none,accelerate,accelerate=2&id=810152201
1829,on_this_use,none,none,none,draw,count=1
1830,on_this_use,me_hand_1_index+other_[type:1|9],none,me.field.availableCount>0,bury,appendix=1831
1831,on_this_use,none,none,none,draw,count=1
1832,on_this_destroy,none,none,none,summon,appendix=1833&id=110052101&count=2
1833,on_this_destroy,sourceEffect.target_field_0_all,none,none,buff,add=1/1
1834,on_this_use,me_grave_1_first+sort[cost:max]_[type:1|9][graveReason:2],none,none,get_token,none
1835,on_this_use,me_field_1_index_[type:1|9],none,none,buff,appendix=1836&add=1/1
1836,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,add_effect,id=1837&keyword=8&description=[ffbb00]謝幕曲[-] 召喚1個[ffbb00]骷髏士兵[-]到戰場上。
1837,on_this_destroy,none,none,none,summon,id=910051102&count=1
1838,on_this_use,me_field_1_index_[type:1|9],none,none,set_keyword,appendix=1839&keyword=3
1839,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,necromance[5]=1,set_keyword,necromance=5&keyword=4
1840,on_this_destroy,me_field_1_random_[type:1|9],none,none,buff,appendix=1841&add=1/1
1841,on_this_destroy,sourceEffect.target_field_0_all_[type:1|9],none,none,add_effect,id=1840&keyword=8&description=[ffbb00]謝幕曲[-] 隨機給予1個自己的從者+1/+1及此[ffbb00]謝幕曲[-]效果。
1842,on_this_use,self,none,necromance[4]=1,set_keyword,necromance=4&keyword=4
1843,on_this_destroy,op_field_1_random_[type:1|9],none,none,damage,damage=3
1844,on_this_destroy,me_field_1_random_[type:1|9],none,none,add_effect,id=1845&keyword=8&description=[ffbb00]謝幕曲[-] 召喚1個沒有[ffbb00]謝幕曲[-]能力的[ffbb00]活動魔劍[-]到戰場上。
1845,on_this_destroy,none,none,none,summon,id=910154101&count=1
1846,on_this_evolve_with_ep,none,none,none,random,repeat=me.grave.num&pdf=1/1&effect=1847/1848
1847,on_this_evolve_with_ep,self,none,necromance[1]=1,buff,necromance=1&add=1/0
1848,on_this_evolve_with_ep,self,none,necromance[1]=1,buff,necromance=1&add=0/1
1849,on_turn_start,op_leader_0_all_[type:0],none,me.isMyTurn=1&effect.source.where=5,damage,damage=1
1850,on_other_destroy,self,none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,set_keyword,keyword=5
1851,on_this_destroy,me_field_1_random_[type:1|9],none,none,buff,appendix=1852&add=2/2
1852,on_this_destroy,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=2
1853,on_this_use,none,none,none,draw,count=1&filter=[type:1|9][keyword:8]
1854,on_other_destroy,sourceEffect.target_grave_0_all_[type:1|9],none,necromance[4]=1&effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9]=1,get_token,necromance=4
1855,on_this_use,op_leader_0_all_[type:0],leader.turn_destroyedFollowerCount/op.leader.turn_destroyedFollowerCount,none,damage,damage=me.leader.turn_destroyedFollowerCount+op.leader.turn_destroyedFollowerCount
1856,on_this_use,me_field_0_all+other_[type:1|9],none,necromance[8]=0,buff,add=1/0
1857,on_this_use,me_field_0_all+other_[type:1|9],none,necromance[8]=1,buff,necromance=8&add=2/0
1858,on_this_destroy,none,none,none,summon,appendix=1859&id=910051101&count=1
1859,on_this_destroy,sourceEffect.target_field_0_all_[type:1|9],none,none,buff,add=effect.source.current.atk/effect.source.current.atk
1860,on_this_use,none,none,none,reanimate,cost=4
1861,on_this_use,none,none,none,reanimate,cost=3
1862,on_this_use,none,none,none,reanimate,cost=2
1863,on_this_use,me_field_1_index_[type:1|9],none,none,destroy,appendix=1864
1864,on_this_use,none,none,none,reanimate,cost=sourceEffect.target.first.current.cost
1865,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5,draw,count=1
1866,on_necromance,self,none,effect.source.where=5&sourceEffect.source.isMe=1,set_countdown,add=1
1867,on_return,self,none,effect.source.where=5,set_value,id=effect.target.all[type:1|9].action.usedAttackChance&value=0
1868,on_this_use,none,none,none,draw,count=1
1869,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=1
1870,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5,add_deck,id=910114201&count=me.field.count+op.field.count
1871,on_this_destroy,none,none,none,draw,count=1&filter=[type:2]
1872,on_this_use,op_field_1_index_[type:1|9],none,none,set_keyword,until=op_turn_end&keyword=29
1873,on_this_use,op_leader+field_1_index_[type:0|1|9],none,none,damage,damage=3
1874,on_defense,sourceEffect.op_field_0_all_[type:1|9],none,effect.source.where=5,damage,damage=1
1875,on_this_use,none,leader.combo,me.leader.combo[GTE]2,get_token,id=910014201&count=1
1876,on_this_evolve_with_ep,none,none,none,get_token,appendix=1797&id=910014201&count=1
1877,on_this_use,me_field_1_index_[type:1|9],none,none,buff,add=0/1
1878,on_this_evolve_with_ep,none,none,none,draw,count=2&filter=[id:110111102]
1879,on_this_defense,none,none,none,get_token,id=910011101&count=1
1880,on_this_use,me_field_2_index_[type:1|9][id:910011101],none,enhance[4]=1,buff,enhance=4&add=1/0
1881,on_this_use,none,none,none,get_token,enhance=4&id=910011101&count=2
1882,on_this_evolve_with_ep,op_field_1_index_[type:1|9],leader.combo,none,damage,damage=me.leader.combo
1883,on_other_use,sourceEffect.target_field_0_all_[type:1|9][craft:1],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:1|9][craft:1]=1&effect.source.option[turn_invoke_count]=0,set_keyword,appendix=1884&until=op_turn_end&keyword=5
1884,on_other_use,self,none,none,set_value,id=effect.source.option[turn_invoke_count]&value=1
1885,on_this_use,op_field_1_index_[type:1|9],none,none,set_buff,hp=1
1886,on_this_evolve_with_ep,op_field_1_index_[type:1|9],none,none,set_buff,hp=1
1887,on_this_use,none,none,none,get_token,appendix=1888&id=910011101&count=2
1888,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=me.hand[id:910011101].count
1889,on_this_use,none,none,none,draw,count=1&filter=[cost:1|-2]
1890,on_turn_start,self,none,op.isMyTurn=1&effect.source.where=5&op.field[type:1|9][keyword:29].count>0,evolve,none
1891,on_this_use,op_field_1_random_[type:1|9],none,none,set_keyword,until=op_turn_end&keyword=29
1892,on_this_destroy,op_field_1_random_[type:1|9],none,none,set_keyword,until=op_turn_end&keyword=29
1893,on_this_use,op_field_1_index_[type:1|9],none,none,set_value,appendix=1894&id=effect.source.option[tmpFreeze]&value=effect.target.first.current[IF][keyword:29]
1894,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,appendix=1895&until=op_turn_end&keyword=29
1895,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,effect.source.option[tmpFreeze]=1,damage,appendix=1896&damage=3
1896,on_this_use,none,none,effect.source.option[tmpFreeze]=1,draw,count=1
1897,on_this_use,me_field_1_index_[type:1|9],none,none,add_effect,id=1898&keyword=9&description=[ffbb00]攻擊時[-] 如果對從者進行攻擊，則會（在計算傷害之前）使其返回手牌中，並失去此能力。
1898,on_this_attack,sourceEffect.target_field_0_all_[type:1|9],none,none,return,autoRemove=true
1899,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=2,discard,none
1900,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=1
1901,on_this_use,me_hand_1_index+other_[type:1|9],none,none,add_effect,id=1902&keyword=7&description=[ffbb00]入場曲[-] 增加1張[ffbb00]引路微光[-]到手牌中。
1902,on_this_use,none,none,none,get_token,id=110111203&count=1
1903,on_this_use,op_field_1_index_[type:1|9],none,none,debuff,appendix=1904&until=op_turn_end&add=-5/-0
1904,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,add_effect,id=1905&keyword=8&description=[ffbb00]謝幕曲[-] 使敵方抽取1張卡片。
1905,on_this_destroy,none,none,none,draw,who=op&count=1
1906,on_this_use,me_field_1_index_[type:1|3|9],none,none,return,none
1907,on_this_use,op_field_2_random_[type:1|9],none,none,damage,damage=1
1908,on_this_use,none,none,none,draw,count=1
1909,on_this_use,none,none,me.field[id:910011101].count>0,draw,count=1
1910,on_this_use,none,none,me.hand[id:910011101].count>0,draw,count=1
1911,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=3
1912,on_this_use,op_leader_0_all_[type:0],leader.combo,me.leader.combo[GTE]2,damage,damage=2
1913,on_this_use,me_field_1_index+other_[type:1|3|9],none,me.field[type:1|3|9].count>0,return,appendix=1914
1914,on_this_use,self,none,none,set_keyword,keyword=4
1915,on_this_use,none,leader.combo,none,random,pdf=1/1/1&effect=1916/1917/1918&count=effect.source.combo
1916,on_this_use,none,none,none,summon,id=910011101&count=1
1917,on_this_use,me_field_2_random_[type:1|9],none,none,buff,add=1/1
1918,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=3
1919,on_this_use,op_leader+field_1_index_[type:0|1|9],none,none,damage,damage=1
1920,on_this_destroy,none,none,none,get_token,id=910112201&count=1
1921,on_this_use,none,none,none,get_token,appendix=1922&id=910011101&count=1
1922,on_this_use,sourceEffect.target_hand_0_all_[type:1|9],leader.combo,effect.source.combo[GTE]2,buff,appendix=1923&add=1/0
